Id,Fecha,Año,Mes,Día,Día_Semana,Hora completa,Hora,Numero_víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango_etario,Fecha_fallecimiento,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada_x,Coordenada_y,Pos x,Pos y,Semestre
2020-0024,2020-04-24,2020,4,24,Viernes,07:58:00,7,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,53,Entre 41-60,2020-04-24 00:00:00,MURGUIONDO 1339,CALLE,MURGUIONDO,,MURGUIONDO 1339,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,95900.63845367,97502.7151477,-58.50801713,-34.65177305,2020-1
2020-0025,2020-05-12,2020,5,12,Martes,05:35:00,5,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,,,2020-05-12 00:00:00,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 2551,3,BALVANERA - SAN CRISTOBAL,105568.73999229,102163.66359236,-58.40258477,-34.60975108,2020-1
2020-0026,,,0,0,,,,0,,CONDUCTOR,,,MASCULINO,28, Entre 21- 40,2020-05-17 00:00:00,,,,,,0,,,,,,<NA>-1
2020-0027,2020-05-18,2020,5,18,Lunes,08:00:00,8,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,76,Entre 61-80,2020-05-18 00:00:00,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,98224.62123059,93867.977388,-58.48267426,-34.68454456,2020-1
2020-0028,2020-05-19,2020,5,19,Martes,10:00:00,10,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,91,Más de 80,2020-05-23 00:00:00,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,101908.88028543,103000.62674037,-58.44248936,-34.60221948,2020-1
2020-0029,2020-06-10,2020,6,10,Miercoles,14:00:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,Más de 80,2020-06-12 00:00:00,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,93967.75484753,98933.33634522,-58.52909134,-34.63886726,2020-1
2020-0030,2020-06-16,2020,6,16,Martes,15:00:00,15,1,MULTIPLE,CONDUCTOR,MULTIPLE,MOTO,MASCULINO,40,Entre 41-60,2020-06-16 00:00:00,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,,SAN MARTIN AV. 1550,6,CABALLITO,101074.10089886,102529.69706887,-58.45158942,-34.60646580,2020-1
2020-0031,2020-06-30,2020,6,30,Martes,08:00:00,8,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,29, Entre 21- 40,2020-06-30 00:00:00,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,97236.89442427,96825.16279174,-58.49344309,-34.65788529,2020-1
2020-0032,2020-07-10,2020,7,10,Viernes,23:00:00,23,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,21, Entre 21- 40,2020-07-10 00:00:00,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,SERRANO,CORRIENTES AV. y SERRANO,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,101899.62680853,103651.59621952,-58.44259166,-34.59635137,2020-2
2020-0033,2020-07-19,2020,7,19,Domingo,06:25:00,6,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,32, Entre 21- 40,2020-07-19 00:00:00,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,BELGRANO - COLEGIALES - NUÃ‘EZ,99620.34936816,110483.29286598,-58.46743471,-34.53476874,2020-2
2020-0034,2020-08-02,2020,8,2,Domingo,03:20:00,3,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,,,2020-08-02 00:00:00,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,BALVANERA - SAN CRISTOBAL,104725.24275395,102222.75498861,-58.41178158,-34.60922259,2020-2
2020-0035,2020-08-04,2020,8,4,Martes,05:30:00,5,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,40,Entre 41-60,2020-08-04 00:00:00,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,FLORES - PARQUE CHACABUCO,101156.55025059,99210.16912341,-58.45068621,-34.63638927,2020-2
2020-0036,2020-08-07,2020,8,7,Viernes,18:40:00,18,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,72,Entre 61-80,2020-08-22 00:00:00,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,PALERMO,103956.90165674,104600.93056775,-58.42016954,-34.58778790,2020-2
2020-0037,2020-08-29,2020,8,29,Sabado,04:30:00,4,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38, Entre 21- 40,2020-08-29 00:00:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,102273.01728657,97084.66236498,-58.43850413,-34.65554754,2020-2
2020-0038,2020-08-30,2020,8,30,Domingo,04:00:00,4,2,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,46,Entre 41-60,2020-08-30 00:00:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,PALERMO,105241.05562982,105080.52102657,-58.40617526,-34.58345898,2020-2
2020-0038,2020-08-30,2020,8,30,Domingo,04:00:00,4,2,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,64,Entre 61-80,2020-08-30 00:00:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,PALERMO,105241.05562982,105080.52102657,-58.40617526,-34.58345898,2020-2
2020-0039,,,0,0,,,,0,,PEATON,,,MASCULINO,44,Entre 41-60,2020-09-01 00:00:00,,,,,,0,,,,,,<NA>-1
2020-0040,2020-09-12,2020,9,12,Sabado,03:30:00,3,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,MASCULINO,,,2020-09-12 00:00:00,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,RECOLETA,107160.34141948,105678.38284277,-58.38526125,-34.57805810,2020-2
2020-0041,2020-09-28,2020,9,28,Lunes,01:45:00,1,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,34, Entre 21- 40,2020-09-28 00:00:00,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",7,FLORES - PARQUE CHACABUCO,101448.28844783,99373.44893645,-58.44750470,-34.63491705,2020-2
2020-0042,2020-09-29,2020,9,29,Martes,17:10:00,17,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,53,Entre 41-60,2020-09-29 00:00:00,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,99619.02595373,94158.58480023,-58.46745752,-34.68192648,2020-2
2020-0043,2020-09-30,2020,9,30,Miercoles,17:20:00,17,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,64,Entre 61-80,2020-09-30 00:00:00,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,108372.80843298,103556.18483992,-58.37202621,-34.59717942,2020-2
2020-0044,2020-10-05,2020,10,5,Lunes,00:20:00,0,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,43,Entre 41-60,2020-10-05 00:00:00,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6,CABALLITO,103255.8131565,100797.78656418,-58.42779702,-34.62207347,2020-2
2020-0045,2020-10-19,2020,10,19,Lunes,03:00:00,3,1,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,50,Entre 41-60,2020-10-19 00:00:00,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,100077.95205948,91571.23307293,-58.46244952,-34.70524971,2020-2
2020-0046,2020-10-27,2020,10,27,Martes,21:00:00,21,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,41,Entre 41-60,2020-10-27 00:00:00,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,98064.49909649,102385.10228515,-58.48440160,-34.60776782,2020-2
2020-0047,2020-10-27,2020,10,27,Martes,14:00:00,14,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,15,Menos de 20,2020-10-27 00:00:00,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,99689.80114953,97506.41939342,-58.46668375,-34.65174801,2020-2
2020-0048,2020-10-29,2020,10,29,Jueves,20:20:00,20,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,41,Entre 41-60,2020-10-29 00:00:00,DORREGO AV. 614,AVENIDA,DORREGO AV.,,DORREGO AV. 614,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,101257.8868024,103998.57805569,-58.44958780,-34.59322448,2020-2
2020-0049,2020-10-30,2020,10,30,Viernes,20:00:00,20,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36, Entre 21- 40,2020-10-30 00:00:00,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,108069.68986814,104046.20018024,-58.37533517,-34.59276462,2020-2
2020-0050,2020-11-01,2020,11,1,Domingo,22:00:00,22,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,28, Entre 21- 40,2020-11-01 00:00:00,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,PALERMO,103490.75904616,105613.31878847,-58.42525456,-34.57866344,2020-2
2020-0051,2020-11-05,2020,11,5,Jueves,00:40:00,0,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,49,Entre 41-60,2020-11-05 00:00:00,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,MERCEDES,AVELLANEDA AV. y MERCEDES,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,98015.81258802,99939.73589695,-58.48493828,-34.62981124,2020-2
2020-0052,2020-11-07,2020,11,7,Sabado,06:50:00,6,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,MASCULINO,44,Entre 41-60,2020-11-07 00:00:00,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,3,BALVANERA - SAN CRISTOBAL,105365.60153004,103041.51356366,-58.40480504,-34.60183884,2020-2
2020-0053,2020-11-09,2020,11,9,Lunes,03:30:00,3,1,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,MASCULINO,27, Entre 21- 40,2020-11-09 00:00:00,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,104770.59856807,97235.72066953,-58.41125934,-34.65417740,2020-2
2020-0054,2020-11-19,2020,11,19,Jueves,09:00:00,9,1,BICICLETA-AUTO,CICLISTA,AUTO,BICICLETA,MASCULINO,59,Entre 41-60,2020-11-23 00:00:00,INCLAN Y ALBERTI,CALLE,INCLAN,ALBERTI,INCLAN y ALBERTI,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,105844.27941538,99942.63399522,-58.39956546,-34.62977080,2020-2
2020-0055,2020-11-19,2020,11,19,Jueves,12:30:00,12,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,91,Más de 80,2020-12-11 00:00:00,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,,OLAZABAL AV. 5437,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,97544.9185102,105610.70316243,-58.49005682,-34.57868970,2020-2
2020-0056,2020-11-21,2020,11,21,Sabado,13:00:00,13,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,34, Entre 21- 40,2020-11-21 00:00:00,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,99327.01838497,92326.91130631,-58.47064556,-34.69843756,2020-2
2020-0057,2020-11-23,2020,11,23,Lunes,07:45:00,7,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,84,Más de 80,2020-11-23 00:00:00,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"VIALE, LUIS","NAZCA AV. y VIALE, LUIS",11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,98925.55646359,101088.30104271,-58.47501560,-34.61945902,2020-2
2020-0058,2020-11-24,2020,11,24,Martes,16:00:00,16,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,57,Entre 41-60,2020-11-25 00:00:00,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,97801.31825511,99194.93911759,-58.48727942,-34.63652467,2020-2
2020-0059,2020-12-01,2020,12,1,Martes,06:35:00,6,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,49,Entre 41-60,2020-12-14 00:00:00,BRASIL 1100,CALLE,BRASIL,,BRASIL 1100,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107682.84851121,100144.13011242,-58.37951690,-34.62794241,2020-2
2020-0060,2020-12-03,2020,12,3,Jueves,20:30:00,20,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,69,Entre 61-80,2020-12-03 00:00:00,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"PERON, EVA AV.","HOMERO y PERON, EVA AV.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,98697.55944704,96954.54248093,-58.47750832,-34.65672199,2020-2
2020-0061,2020-12-03,2020,12,3,Jueves,14:40:00,14,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,45,Entre 41-60,2020-12-04 00:00:00,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,BELGRANO - COLEGIALES - NUÃ‘EZ,101287.58627255,109848.96522762,-58.44927253,-34.54048625,2020-2
2020-0062,2020-12-04,2020,12,4,Viernes,17:19:00,17,1,BICICLETA-PASAJEROS,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,47,Entre 41-60,2020-12-04 00:00:00,MORENO 1845,CALLE,MORENO,,MORENO 1845,3,BALVANERA - SAN CRISTOBAL,106496.9140335,101854.1879121,-58.39246272,-34.61253541,2020-2
2020-0063,2020-12-05,2020,12,5,Sabado,07:10:00,7,2,PEATON_MOTO-MOTO,PEATON,MOTO,PEATON_MOTO,MASCULINO,38, Entre 21- 40,2020-12-05 00:00:00,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,94080.62190808,102083.62453795,-58.52783814,-34.61047001,2020-2
2020-0063,2020-12-05,2020,12,5,Sabado,07:10:00,7,2,PEATON_MOTO-MOTO,PASAJERO_ACOMPAÑANTE,MOTO,PEATON_MOTO,MASCULINO,21, Entre 21- 40,2020-12-05 00:00:00,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,94080.62190808,102083.62453795,-58.52783814,-34.61047001,2020-2
2020-0065,2020-12-05,2020,12,5,Sabado,16:00:00,16,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,24, Entre 21- 40,2020-12-06 00:00:00,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,97243.88021302,108974.21974638,-58.49332664,-34.54836855,2020-2
2020-0066,2020-12-07,2020,12,7,Lunes,04:30:00,4,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,27, Entre 21- 40,2020-12-07 00:00:00,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,96471.01552298,99259.49298489,-58.50178784,-34.63593897,2020-2
2020-0067,2020-12-11,2020,12,11,Viernes,22:00:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51,Entre 41-60,2020-12-11 00:00:00,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,BEAZLEY,SAENZ AV. y BEAZLEY,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,104283.01090451,97171.08656182,-58.41657793,-34.65476216,2020-2
2020-0068,2020-12-12,2020,12,12,Sabado,20:30:00,20,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,71,Entre 61-80,2020-12-20 00:00:00,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,2,RECOLETA,106054.02111991,105122.1967882,-58.39731474,-34.58307887,2020-2
2020-0069,2020-12-15,2020,12,15,Martes,05:20:00,5,1,MOTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,MASCULINO,25, Entre 21- 40,2020-12-15 00:00:00,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,106954.95135245,101257.81371683,-58.38746381,-34.61790839,2020-2
2020-0070,2020-12-17,2020,12,17,Jueves,15:35:00,15,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81,Más de 80,2020-12-22 00:00:00,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",2,RECOLETA,106550.65433457,104158.41702434,-58.39189441,-34.59176378,2020-2
2020-0071,2020-12-17,2020,12,17,Jueves,23:00:00,23,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,4,Menos de 20,2020-12-17 00:00:00,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,FLORES - PARQUE CHACABUCO,99615.63172945,99306.93173343,-58.46749188,-34.63551751,2020-2
2020-0072,2020-12-19,2020,12,19,Sabado,03:30:00,3,1,BICICLETA-AUTO,CICLISTA,AUTO,BICICLETA,MASCULINO,42,Entre 41-60,2020-12-19 00:00:00,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",3,BALVANERA - SAN CRISTOBAL,105547.81747951,100901.07129086,-58.40280471,-34.62113271,2020-2
2020-0073,2020-12-20,2020,12,20,Domingo,07:40:00,7,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,56,Entre 41-60,2020-12-20 00:00:00,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,101721.59002217,93844.25656649,-58.44451316,-34.68475866,2020-2
2020-0074,2020-12-20,2020,12,20,Domingo,21:00:00,21,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,39, Entre 21- 40,2020-12-20 00:00:00,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,NAZCA AV.,BOGOTA y NAZCA AV.,7,FLORES - PARQUE CHACABUCO,99284.33566289,100204.74520997,-58.47110424,-34.62742408,2020-2
2020-0075,2020-12-23,2020,12,23,Miercoles,14:00:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,23, Entre 21- 40,2020-12-23 00:00:00,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107438.10136119,102829.304178,-58.38220928,-34.60373898,2020-2
2020-0076,2020-12-24,2020,12,24,Jueves,12:30:00,12,1,AUTO-PASAJEROS,CONDUCTOR,PASAJEROS,AUTO,FEMENINO,78,Entre 61-80,2021-01-17 00:00:00,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,96822.6113343,101510.32578499,-58.49794468,-34.61565025,2020-2
2020-0077,2020-12-25,2020,12,25,Viernes,06:40:00,6,2,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,FEMENINO,30, Entre 21- 40,2020-12-25 00:00:00,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,99182.71320106,103123.43585183,-58.47220945,-34.60111373,2020-2
2020-0077,2020-12-25,2020,12,25,Viernes,06:40:00,6,2,MOTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MOTO,FEMENINO,24, Entre 21- 40,2020-12-25 00:00:00,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,99182.71320106,103123.43585183,-58.47220945,-34.60111373,2020-2
2020-0078,2020-12-25,2020,12,25,Viernes,05:50:00,5,1,BICICLETA-PASAJEROS,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,26, Entre 21- 40,2020-12-25 00:00:00,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,,BARCO CENTENERA DEL 1118,7,FLORES - PARQUE CHACABUCO,102405.37940842,99677.09327308,-58.43706741,-34.63217813,2020-2
